id,chunk_text,ticket_subject,ticket_type,ticket_priority,ticket_channel,ticket_status,product_purchased,date_ts,customer_satisfaction_rating,age_band,issue_family,issue_severity,needs_immediate_attention
6888,Refund not received. I requested a refund 7 days ago with reference REF-2024-333 but still have not received anything. The money should have been back by now,Refund not received,Refund request,High,Phone,Pending Customer Response,Microsoft Office 365,1708387200,3,65+,refund,urgent,false
3097,"General billing query. I have a minor question about how the annual billing works for Sony WH-1000XM5. I am happy with my current plan, just curious about how it would work if I switched",General billing query,Billing inquiry,Low,Chat,Open,Amazon Echo,1708387200,1,55-64,billing,low,false
5633,Warranty inquiry. I would like to understand the warranty terms for Sony WH-1000XM5 before I decide to purchase. What is covered and for how long?,Warranty inquiry,Product inquiry,Medium,Email,Closed,iPhone 15,1730419200,4,65+,product,normal,false
4229,Budget reduction. I need to cancel my GoPro Hero subscription as part of reducing my monthly expenses. Please process this before the next billing date on the 15th,Budget reduction,Cancellation request,Medium,Email,Pending Customer Response,GoPro Hero,1709596800,5,45-54,cancellation,normal,false
510,Major feature broken. The export feature in GoPro Hero stopped working after last Tuesday's update. I use this feature every single day and cannot complete my work without it,Major feature broken,Technical issue,High,Web,Pending Customer Response,Amazon Echo,1712707200,1,18-24,technical,urgent,false
1663,Account suspended. My Adobe Creative Cloud account was suspended for non-payment but I have proof that I paid. I cannot access any of my data and have a business deadline tomorrow,Account suspended,Billing inquiry,Critical,Chat,Open,Microsoft Office 365,1712707200,4,55-64,billing,urgent,true
5805,Bundle deals. I am interested in purchasing Sony WH-1000XM5 along with some accessories. Are there any bundle deals available that would be more economical?,Bundle deals,Product inquiry,Medium,Phone,Closed,Google Pixel 8,1712707200,3,25-34,product,normal,false
8106,Recurring problem. My LG Smart TV has been causing me a lot of trouble lately. The keyboard keeps acting up and it is really starting to affect my daily work. I have restarted it many times but the problem comes back,Recurring problem,Technical issue,High,Chat,Closed,Dell XPS Laptop,1705276800,4,45-54,technical,urgent,false
8252,Urgent invoice needed. I need an invoice for my Dell XPS Laptop purchase urgently for a grant application I am submitting tomorrow. The confirmation email does not have all the details I need,Urgent invoice needed,Billing inquiry,High,Email,Open,Adobe Creative Cloud,1730419200,4,65+,billing,urgent,false
744,Repeated crashes. My Fitbit Charge 6 crashes about 3 times a day. Sometimes I get a warning but usually it just closes. I have lost work several times because of this,Repeated crashes,Technical issue,High,Email,Open,Amazon Echo,1705276800,4,65+,technical,urgent,false
7375,Refund status check. I submitted a refund request 2 days ago for Amazon Echo with ID REF-2024-045. Just checking on the status as I have not heard anything yet,Refund status check,Refund request,Medium,Chat,Open,Adobe Creative Cloud,1708387200,2,45-54,refund,normal,false
5251,Bulk purchase. I am looking to purchase LG Smart TV for 15 users and need a formal quote. We have a procurement deadline at the end of the week,Bulk purchase,Product inquiry,High,Web,Closed,Google Pixel 8,1709596800,1,45-54,product,urgent,false
6861,Duplicate charge. I was charged twice for my GoPro Hero purchase. Both charges of $49.99 are on my credit card statement and I need the duplicate refunded as soon as possible,Duplicate charge,Refund request,High,Chat,Pending Customer Response,Apple MacBook Pro,1712707200,1,55-64,refund,urgent,false
7967,Stop future charges. I would like to make sure I am not charged for Apple MacBook Pro next month. Please cancel the subscription before the next billing date on the 15th,Stop future charges,Cancellation request,Medium,Social media,Pending Customer Response,Samsung Galaxy S23,1708387200,1,55-64,cancellation,normal,false
7461,"Small goodwill request. I had a minor issue with Adobe Creative Cloud early on that has since been resolved. I was just wondering if any goodwill credit might be available, though I completely understand if not",Small goodwill request,Refund request,Low,Email,Open,Apple MacBook Pro,1705276800,5,25-34,refund,low,false
7611,Trial charge. I think I was charged a small amount of $29.99 for a Dell XPS Laptop trial I forgot about. If possible I would like this refunded but it is not a big deal either way,Trial charge,Refund request,Low,Social media,Closed,iPhone 15,1730419200,5,35-44,refund,low,false
7487,"Small goodwill request. I had a minor issue with HP LaserJet Printer early on that has since been resolved. I was just wondering if any goodwill credit might be available, though I completely understand if not",Small goodwill request,Refund request,Low,Social media,Closed,Nintendo Switch,1708387200,,45-54,refund,low,false
743,Repeated crashes. My GoPro Hero crashes about 3 times a day. Sometimes I get a warning but usually it just closes. I have lost work several times because of this,Repeated crashes,Technical issue,High,Email,Open,Samsung Galaxy S23,1705276800,,55-64,technical,urgent,false
2866,"Billing date preference. I was wondering if it is possible to change my billing date for iPhone 15 from the 15th to the 1st of the month. Just a preference, not urgent",Billing date preference,Billing inquiry,Low,Chat,Pending Customer Response,LG Smart TV,1712707200,2,55-64,billing,low,false
7934,Billing correction needed. There seems to be an error on my Apple MacBook Pro account where I was charged $99.00 that I should not have been. I would like this amount returned to me,Billing correction needed,Refund request,Medium,Web,Open,iPhone 15,1708387200,1,45-54,refund,normal,false
4177,No longer needed. I would like to cancel my Autodesk AutoCAD account. I was using it for a project that has now ended and I have no further use for the service,No longer needed,Cancellation request,Medium,Chat,Open,Dell XPS Laptop,1730419200,2,35-44,cancellation,normal,false
5197,Compatibility check. I need to confirm Apple MacBook Pro compatibility with macOS Ventura before making a significant purchase decision. Can you respond within the next day or two?,Compatibility check,Product inquiry,High,Email,Open,Adobe Creative Cloud,1709596800,4,25-34,product,urgent,false
5819,Bundle deals. I am interested in purchasing iPhone 15 along with some accessories. Are there any bundle deals available that would be more economical?,Bundle deals,Product inquiry,Medium,Phone,Closed,Apple MacBook Pro,1708387200,1,35-44,product,normal,false
6878,Refund not received. I requested a refund 5 days ago with reference REF-2024-112 but still have not received anything. The money should have been back by now,Refund not received,Refund request,High,Chat,Closed,Microsoft Office 365,1705276800,2,45-54,refund,urgent,false
7674,Trial charge. I think I was charged a small amount of $39.99 for a Amazon Echo trial I forgot about. If possible I would like this refunded but it is not a big deal either way,Trial charge,Refund request,Low,Chat,Closed,Dell XPS Laptop,1708387200,2,35-44,refund,low,false
683,Installation failure. Cannot get HP LaserJet Printer installed on my new computer. Tried 14 times and it keeps failing at the same step with error ERR_502. Need this working soon,Installation failure,Technical issue,High,Social media,Closed,Nintendo Switch,1712707200,1,65+,technical,urgent,false
2413,Invoice needed. I need an official invoice for my LG Smart TV purchase for my company expense report. The confirmation email I received does not have enough detail for accounting,Invoice needed,Billing inquiry,Medium,Web,Closed,Samsung Galaxy S23,1712707200,5,35-44,billing,normal,false
2421,Proration confusion. I upgraded my plan last month and got a prorated charge of $49.99 that I do not fully understand. Can someone explain how this was calculated?,Proration confusion,Billing inquiry,Medium,Chat,Closed,Microsoft Office 365,1712707200,1,45-54,billing,normal,false
7691,Trial charge. I think I was charged a small amount of $19.99 for a Adobe Creative Cloud trial I forgot about. If possible I would like this refunded but it is not a big deal either way,Trial charge,Refund request,Low,Email,Closed,Dell XPS Laptop,1709596800,2,65+,refund,low,false
200,Complete failure. My Fitbit Charge 6 will not turn on at all. Shows error ERR_CONNECTION and then goes black. I have a deadline today and cannot work without it,Complete failure,Technical issue,Critical,Phone,Pending Customer Response,Apple MacBook Pro,1709596800,,65+,technical,urgent,true
2759,"Receipt copy. Could I get a copy of my Adobe Creative Cloud receipt from 2024-01-15 for my personal records? No urgency at all, just need it for my files at some point",Receipt copy,Billing inquiry,Low,Email,Closed,Fitbit Charge 6,1705276800,2,45-54,billing,low,false
3687,Unresolved issues. I want to cancel my Samsung Galaxy S23 subscription. I have had ongoing technical issues for 1 months that have not been fixed despite multiple support tickets,Unresolved issues,Cancellation request,High,Social media,Closed,Apple MacBook Pro,1708387200,3,18-24,cancellation,urgent,false
1346,"General question. I am trying to figure out the best settings for Adobe Creative Cloud to optimize battery life. Everything is working fine, just want to get the most out of it",General question,Technical issue,Low,Phone,Closed,Google Pixel 8,1709596800,2,45-54,technical,low,false
545,Hardware issue. The keyboard on my LG Smart TV is malfunctioning. It crashes about twice a day and I lose unsaved work each time. Getting quite frustrating,Hardware issue,Technical issue,High,Phone,Open,iPhone 15,1712707200,,65+,technical,urgent,false
181,Security breach. We detected unauthorized access on our Apple MacBook Pro system. Someone logged in from an unknown location 30 hours ago. We need this investigated immediately,Security breach,Technical issue,Critical,Chat,Open,Microsoft Office 365,1712707200,,18-24,technical,urgent,true
1898,Business suspended. Our company account has been suspended due to a billing error on your end. All 10 of my staff cannot work. This needs to be fixed today,Business suspended,Billing inquiry,Critical,Chat,Closed,Microsoft Office 365,1712707200,4,65+,billing,urgent,true
867,Software bug. There is a bug in Dell XPS Laptop where the formatting gets messed up when I paste text. Does not happen every time. I found a workaround but it is a bit tedious,Software bug,Technical issue,Medium,Chat,Open,Autodesk AutoCAD,1708387200,2,55-64,technical,normal,false
5193,Compatibility check. I need to confirm Autodesk AutoCAD compatibility with Windows 11 before making a significant purchase decision. Can you respond within the next day or two?,Compatibility check,Product inquiry,High,Web,Pending Customer Response,Sony WH-1000XM5,1730419200,5,45-54,product,urgent,false
3514,Cannot cancel online. I have been trying to cancel my Nintendo Switch subscription for 14 days but the cancel button on the portal does not work. I keep getting charged. Please help,Cannot cancel online,Cancellation request,High,Web,Pending Customer Response,Microsoft Office 365,1712707200,2,35-44,cancellation,urgent,false
7890,Unexpected invoice. I received an invoice for Sony WH-1000XM5 that I was not expecting. The amount is $49.99 and I need to understand what it is for before I can approve payment,Unexpected invoice,Billing inquiry,Medium,Chat,Pending Customer Response,Fitbit Charge 6,1708387200,3,18-24,billing,normal,false
3940,Standard cancellation. I would like to cancel my Apple MacBook Pro subscription at the end of this billing period. I no longer need the service and want to stop the monthly charge,Standard cancellation,Cancellation request,Medium,Chat,Open,Dell XPS Laptop,1712707200,1,65+,cancellation,normal,false
7719,"Minor dissatisfaction. I am mostly happy with Dell XPS Laptop but one feature does not work quite as I expected. I am not looking for a full refund, just wondering if any partial credit is possible",Minor dissatisfaction,Refund request,Low,Web,Open,Google Pixel 8,1730419200,4,18-24,refund,low,false
2376,Invoice needed. I need an official invoice for my Google Pixel 8 purchase for my company expense report. The confirmation email I received does not have enough detail for accounting,Invoice needed,Billing inquiry,Medium,Web,Closed,Autodesk AutoCAD,1708387200,4,55-64,billing,normal,false
6752,Not as described. The Adobe Creative Cloud I received is significantly different from what was advertised on the website. Key features are missing and I want a full refund of $149.99,Not as described,Refund request,High,Phone,Closed,Amazon Echo,1712707200,3,65+,refund,urgent,false
2349,Invoice needed. I need an official invoice for my Dell XPS Laptop purchase for my company expense report. The confirmation email I received does not have enough detail for accounting,Invoice needed,Billing inquiry,Medium,Chat,Open,Nintendo Switch,1709596800,3,25-34,billing,normal,false
6614,Months of wrong charges. I have been incorrectly charged for Amazon Echo for 6 months without realizing it. The total is $749.99. I need a full refund of all these charges,Months of wrong charges,Refund request,Critical,Chat,Pending Customer Response,Nintendo Switch,1730419200,3,35-44,refund,urgent,true
5528,Product comparison. I am trying to decide between Samsung Galaxy S23 and Enterprise Suite for my business. Could you help me understand the main differences between the two?,Product comparison,Product inquiry,Medium,Web,Closed,iPhone 15,1709596800,3,25-34,product,normal,false
7986,Stop future charges. I would like to make sure I am not charged for Samsung Galaxy S23 next month. Please cancel the subscription before the next billing date on the 15th,Stop future charges,Cancellation request,Medium,Web,Open,iPhone 15,1705276800,5,18-24,cancellation,normal,false
6058,"General recommendation. I am casually looking for something good for video editing. Would Nintendo Switch be a good fit? No urgency, just exploring options at this stage",General recommendation,Product inquiry,Low,Social media,Closed,Adobe Creative Cloud,1712707200,4,55-64,product,low,false
7692,Trial charge. I think I was charged a small amount of $19.99 for a Sony WH-1000XM5 trial I forgot about. If possible I would like this refunded but it is not a big deal either way,Trial charge,Refund request,Low,Email,Closed,Samsung Galaxy S23,1712707200,,55-64,refund,low,false
6675,Defective product. My HP LaserJet Printer stopped working after just 7 days of normal use. It is clearly defective and I would like a full refund of $29.99 please,Defective product,Refund request,High,Email,Open,Nintendo Switch,1708387200,3,18-24,refund,urgent,false
3978,Standard cancellation. I would like to cancel my iPhone 15 subscription at the end of this billing period. I no longer need the service and want to stop the monthly charge,Standard cancellation,Cancellation request,Medium,Email,Open,Google Pixel 8,1712707200,2,45-54,cancellation,normal,false
4451,Future cancel inquiry. I am thinking about cancelling my Samsung Galaxy S23 subscription at some point in the next few months. Can you let me know what the process involves?,Future cancel inquiry,Cancellation request,Low,Chat,Closed,GoPro Hero,1708387200,5,55-64,cancellation,low,false
4031,Switching provider. Please cancel my GoPro Hero subscription. I have found another solution that works better for my needs. Would like the cancellation confirmed by email,Switching provider,Cancellation request,Medium,Email,Closed,GoPro Hero,1705276800,,18-24,cancellation,normal,false
4587,Addon removal. I would like to remove one of the add-on features from my Microsoft Office 365 plan. The main subscription is fine but I do not use the extra add-on at all,Addon removal,Cancellation request,Low,Web,Pending Customer Response,GoPro Hero,1709596800,,45-54,cancellation,low,false
6049,"General recommendation. I am casually looking for something good for photography. Would iPhone 15 be a good fit? No urgency, just exploring options at this stage",General recommendation,Product inquiry,Low,Social media,Closed,LG Smart TV,1708387200,4,55-64,product,low,false
3661,Auto renewal dispute. My Nintendo Switch subscription renewed automatically and charged me $99.00 even though I tried to cancel last month. I want a cancellation and refund,Auto renewal dispute,Cancellation request,High,Phone,Pending Customer Response,Apple MacBook Pro,1730419200,,45-54,cancellation,urgent,false
3128,Immediate cancel fraud. I need all services on my HP LaserJet Printer account cancelled right now. Someone has accessed my account without my permission and I need everything stopped immediately,Immediate cancel fraud,Cancellation request,Critical,Web,Open,Sony WH-1000XM5,1730419200,1,18-24,cancellation,urgent,true
602,Network problem. My GoPro Hero keeps dropping the connection every hour or so. I have to restart it each time which interrupts my work. Have tried resetting the router already,Network problem,Technical issue,High,Chat,Pending Customer Response,LG Smart TV,1730419200,1,18-24,technical,urgent,false
8296,Urgent invoice needed. I need an invoice for my Adobe Creative Cloud purchase urgently for a grant application I am submitting tomorrow. The confirmation email does not have all the details I need,Urgent invoice needed,Billing inquiry,High,Social media,Closed,Autodesk AutoCAD,1730419200,4,45-54,billing,urgent,false
409,Performance degraded. My Nintendo Switch has been running very slowly for the past week. It takes 10 minutes to do tasks that used to take 30 seconds. My productivity is seriously affected,Performance degraded,Technical issue,High,Chat,Closed,Dell XPS Laptop,1712707200,4,18-24,technical,urgent,false
8184,Casual refund inquiry. I bought HP LaserJet Printer a few months back and just never got around to using it. I realize it might be too late for a return but thought I would ask about my options,Casual refund inquiry,Refund request,Low,Social media,Open,iPhone 15,1709596800,2,45-54,refund,low,false
6868,Refund not received. I requested a refund 30 days ago with reference REF-2024-045 but still have not received anything. The money should have been back by now,Refund not received,Refund request,High,Email,Closed,iPhone 15,1705276800,1,35-44,refund,urgent,false
3885,Overdue cancellation. I need to cancel my Google Pixel 8 subscription as soon as possible. I have been meaning to do this for a while and keep forgetting. I do not want to be charged again,Overdue cancellation,Cancellation request,High,Email,Pending Customer Response,HP LaserJet Printer,1730419200,1,55-64,cancellation,urgent,false
6366,Multiple unauthorized charges. I found 7 unauthorized charges for Sony WH-1000XM5 on my account totaling $599.99. I never signed up for this. I need all charges reversed immediately,Multiple unauthorized charges,Refund request,Critical,Phone,Closed,Nintendo Switch,1712707200,5,55-64,refund,urgent,true
1480,Documentation unclear. The help documentation for GoPro Hero advanced settings is a bit confusing. I figured it out eventually but thought you should know. No urgency,Documentation unclear,Technical issue,Low,Social media,Pending Customer Response,Adobe Creative Cloud,1730419200,4,45-54,technical,low,false
8180,Casual refund inquiry. I bought LG Smart TV a few months back and just never got around to using it. I realize it might be too late for a return but thought I would ask about my options,Casual refund inquiry,Refund request,Low,Email,Pending Customer Response,iPhone 15,1708387200,4,35-44,refund,low,false
4837,Urgent compatibility. I have a critical project due in 24 hours and need to urgently confirm if LG Smart TV works with Windows 11 before I purchase. This cannot wait,Urgent compatibility,Product inquiry,Critical,Social media,Closed,Google Pixel 8,1730419200,2,45-54,product,urgent,true
3414,Stop all charges. Please stop all charges to my account for LG Smart TV immediately. My financial details were compromised and I cannot have any more transactions going through,Stop all charges,Cancellation request,Critical,Web,Closed,iPhone 15,1730419200,,18-24,cancellation,urgent,true
5559,Specification question. I have some questions about Dell XPS Laptop specifications. Mainly I need to know the maximum battery capacity it supports. Taking my time on this decision,Specification question,Product inquiry,Medium,Web,Pending Customer Response,Dell XPS Laptop,1709596800,3,65+,product,normal,false
1245,"Cosmetic glitch. I noticed the icon for Dell XPS Laptop looks slightly pixelated on my desktop. Everything works perfectly fine, just does not look great. No rush on this at all",Cosmetic glitch,Technical issue,Low,Web,Pending Customer Response,LG Smart TV,1712707200,,55-64,technical,low,false
5724,Upgrade path. I have an older version of Fitbit Charge 6 and am considering upgrading. What are the main new features in the latest version and what is the upgrade price?,Upgrade path,Product inquiry,Medium,Chat,Pending Customer Response,LG Smart TV,1708387200,,55-64,product,normal,false
3033,"Payment history. I would like to download my payment history for Fitbit Charge 6 for my own records. No rush on this at all, just for personal accounting purposes",Payment history,Billing inquiry,Low,Email,Closed,Samsung Galaxy S23,1712707200,4,45-54,billing,low,false
790,Intermittent issue. My Apple MacBook Pro sometimes freezes for a few seconds then comes back. Happens maybe twice a day. A bit annoying but I can work around it for now,Intermittent issue,Technical issue,Medium,Chat,Open,iPhone 15,1708387200,1,45-54,technical,normal,false
1502,Feature suggestion. It would be nice if Microsoft Office 365 had a dark mode option. Just a suggestion for a future update. Current version works perfectly fine for me,Feature suggestion,Technical issue,Low,Email,Pending Customer Response,Microsoft Office 365,1709596800,1,55-64,technical,low,false
8064,Compatibility question. I am having some issues with my current setup and am wondering if Amazon Echo might solve them. Before purchasing I need to know if it works with macOS Ventura,Compatibility question,Product inquiry,Low,Email,Pending Customer Response,iPhone 15,1709596800,5,35-44,product,low,false
4281,Budget reduction. I need to cancel my iPhone 15 subscription as part of reducing my monthly expenses. Please process this before the next billing date on the 15th,Budget reduction,Cancellation request,Medium,Email,Pending Customer Response,Nintendo Switch,1730419200,1,65+,cancellation,normal,false
4254,Budget reduction. I need to cancel my Fitbit Charge 6 subscription as part of reducing my monthly expenses. Please process this before the next billing date on the 15th,Budget reduction,Cancellation request,Medium,Social media,Pending Customer Response,Sony WH-1000XM5,1705276800,1,55-64,cancellation,normal,false
7913,Billing correction needed. There seems to be an error on my Nintendo Switch account where I was charged $49.99 that I should not have been. I would like this amount returned to me,Billing correction needed,Refund request,Medium,Phone,Open,Amazon Echo,1708387200,1,25-34,refund,normal,false
4300,Trial cancel. I signed up for the Autodesk AutoCAD free trial just to have a look. I have decided it is not quite what I need and would like to cancel before any charge happens,Trial cancel,Cancellation request,Low,Social media,Open,Samsung Galaxy S23,1705276800,4,25-34,cancellation,low,false
3393,Urgent account closure. I need my Google Pixel 8 account closed today. There has been suspicious activity and I do not feel safe keeping the account open. Please act on this urgently,Urgent account closure,Cancellation request,Critical,Chat,Pending Customer Response,Dell XPS Laptop,1709596800,2,45-54,cancellation,urgent,true
3039,"Payment history. I would like to download my payment history for Samsung Galaxy S23 for my own records. No rush on this at all, just for personal accounting purposes",Payment history,Billing inquiry,Low,Social media,Pending Customer Response,Dell XPS Laptop,1709596800,,45-54,billing,low,false
577,Hardware issue. The speaker on my GoPro Hero is malfunctioning. It crashes about twice a day and I lose unsaved work each time. Getting quite frustrating,Hardware issue,Technical issue,High,Social media,Open,Apple MacBook Pro,1712707200,1,35-44,technical,urgent,false
2228,Payment not applied. I made a payment of $49.99 two weeks ago but my account still shows as overdue. The payment cleared my bank. Please apply it to my account,Payment not applied,Billing inquiry,High,Social media,Open,LG Smart TV,1712707200,3,35-44,billing,urgent,false
1184,"Cosmetic glitch. I noticed the icon for iPhone 15 looks slightly pixelated on my desktop. Everything works perfectly fine, just does not look great. No rush on this at all",Cosmetic glitch,Technical issue,Low,Web,Closed,Amazon Echo,1708387200,4,65+,technical,low,false
1427,Documentation unclear. The help documentation for HP LaserJet Printer advanced settings is a bit confusing. I figured it out eventually but thought you should know. No urgency,Documentation unclear,Technical issue,Low,Social media,Pending Customer Response,Autodesk AutoCAD,1705276800,5,18-24,technical,low,false
6650,Defective product. My Nintendo Switch stopped working after just 2 days of normal use. It is clearly defective and I would like a full refund of $59.99 please,Defective product,Refund request,High,Email,Closed,Nintendo Switch,1712707200,5,25-34,refund,urgent,false
5598,Specification question. I have some questions about Sony WH-1000XM5 specifications. Mainly I need to know the maximum processing speed it supports. Taking my time on this decision,Specification question,Product inquiry,Medium,Social media,Pending Customer Response,LG Smart TV,1709596800,1,18-24,product,normal,false
355,Critical error. Getting a critical error 404_DEVICE on Dell XPS Laptop every time I try to open it. Cannot get past the login screen. My entire team is blocked,Critical error,Technical issue,Critical,Chat,Closed,Microsoft Office 365,1712707200,1,65+,technical,urgent,true
6323,Large fraudulent charge. I have been charged $599.99 for Amazon Echo that I never purchased. This is a huge amount and has caused me serious financial difficulty. I need this refunded today,Large fraudulent charge,Refund request,Critical,Phone,Closed,Autodesk AutoCAD,1712707200,1,55-64,refund,urgent,true
3001,"Payment history. I would like to download my payment history for Samsung Galaxy S23 for my own records. No rush on this at all, just for personal accounting purposes",Payment history,Billing inquiry,Low,Email,Pending Customer Response,Samsung Galaxy S23,1705276800,5,45-54,billing,low,false
8012,Setup problem. I just purchased iPhone 15 and am having trouble getting it configured properly. The setup guide is not very clear and I cannot get past the initial configuration screen,Setup problem,Technical issue,Medium,Web,Closed,Sony WH-1000XM5,1730419200,4,35-44,technical,normal,false
2756,"Receipt copy. Could I get a copy of my Dell XPS Laptop receipt from 2024-04-10 for my personal records? No urgency at all, just need it for my files at some point",Receipt copy,Billing inquiry,Low,Chat,Open,Adobe Creative Cloud,1730419200,3,65+,billing,low,false
7127,Forgot to cancel. I forgot to cancel my GoPro Hero subscription before it renewed and got charged $149.99. I have not used the service this period and would like a refund if possible,Forgot to cancel,Refund request,Medium,Phone,Closed,GoPro Hero,1705276800,,25-34,refund,normal,false
6851,Duplicate charge. I was charged twice for my LG Smart TV purchase. Both charges of $59.99 are on my credit card statement and I need the duplicate refunded as soon as possible,Duplicate charge,Refund request,High,Social media,Pending Customer Response,Google Pixel 8,1708387200,5,55-64,refund,urgent,false
5701,Upgrade path. I have an older version of Microsoft Office 365 and am considering upgrading. What are the main new features in the latest version and what is the upgrade price?,Upgrade path,Product inquiry,Medium,Chat,Open,Google Pixel 8,1705276800,2,55-64,product,normal,false
178,Security breach. We detected unauthorized access on our Apple MacBook Pro system. Someone logged in from an unknown location 10 hours ago. We need this investigated immediately,Security breach,Technical issue,Critical,Email,Closed,Samsung Galaxy S23,1730419200,2,35-44,technical,urgent,true
7257,Accidental purchase. I accidentally bought the wrong LG Smart TV version and need a refund so I can buy the right one. The amount is $99.00 and I have not opened the packaging,Accidental purchase,Refund request,Medium,Phone,Pending Customer Response,Microsoft Office 365,1712707200,5,25-34,refund,normal,false
1278,Minor preference. The default font size in GoPro Hero seems a bit small to me. I know I can change it in settings but wanted to mention it as feedback. Not urgent,Minor preference,Technical issue,Low,Phone,Closed,Google Pixel 8,1730419200,4,65+,technical,low,false
5729,Upgrade path. I have an older version of Amazon Echo and am considering upgrading. What are the main new features in the latest version and what is the upgrade price?,Upgrade path,Product inquiry,Medium,Social media,Open,HP LaserJet Printer,1705276800,2,55-64,product,normal,false
3615,Auto renewal dispute. My Dell XPS Laptop subscription renewed automatically and charged me $29.99 even though I tried to cancel last month. I want a cancellation and refund,Auto renewal dispute,Cancellation request,High,Chat,Pending Customer Response,Adobe Creative Cloud,1709596800,,35-44,cancellation,urgent,false
1088,Battery concern. My Sony WH-1000XM5 battery seems to drain a bit faster than it used to. Goes from full to empty in about 5 hours instead of 7. Still manageable but wanted to flag it,Battery concern,Technical issue,Medium,Web,Closed,GoPro Hero,1730419200,4,55-64,technical,normal,false
3932,Standard cancellation. I would like to cancel my Fitbit Charge 6 subscription at the end of this billing period. I no longer need the service and want to stop the monthly charge,Standard cancellation,Cancellation request,Medium,Web,Closed,Adobe Creative Cloud,1709596800,4,25-34,cancellation,normal,false
2579,Tax question. I have a question about the tax on my Google Pixel 8 invoice. The rate seems higher than I expected. Could you clarify how the tax was calculated?,Tax question,Billing inquiry,Medium,Web,Closed,Sony WH-1000XM5,1708387200,4,55-64,billing,normal,false
4991,Same day decision. I need to make a purchasing decision on LG Smart TV today as our budget expires at end of business. Can someone call me back within the hour?,Same day decision,Product inquiry,Critical,Phone,Pending Customer Response,Apple MacBook Pro,1730419200,2,45-54,product,urgent,true
1732,Fraudulent charges. I see several charges on my account totaling $599.99 that I did not make. My card details may have been stolen. I need all transactions frozen now,Fraudulent charges,Billing inquiry,Critical,Social media,Closed,Amazon Echo,1709596800,,18-24,billing,urgent,true
329,Critical error. Getting a critical error ERR_CONNECTION on Google Pixel 8 every time I try to open it. Cannot get past the login screen. My entire team is blocked,Critical error,Technical issue,Critical,Email,Pending Customer Response,Nintendo Switch,1730419200,4,55-64,technical,urgent,true
7960,Stop future charges. I would like to make sure I am not charged for GoPro Hero next month. Please cancel the subscription before the next billing date on the 15th,Stop future charges,Cancellation request,Medium,Email,Pending Customer Response,Google Pixel 8,1708387200,3,55-64,cancellation,normal,false
5355,Demo request. I would like to schedule a demo of LG Smart TV this week if possible. We are close to a purchasing decision and want to see it in action first,Demo request,Product inquiry,High,Web,Open,Sony WH-1000XM5,1709596800,1,45-54,product,urgent,false
4509,"Pause inquiry. Rather than cancelling, I was wondering if I can pause my Amazon Echo subscription for a couple of months while I am on holiday. Is that an option?",Pause inquiry,Cancellation request,Low,Email,Open,Fitbit Charge 6,1708387200,3,25-34,cancellation,low,false
4630,Addon removal. I would like to remove one of the add-on features from my Fitbit Charge 6 plan. The main subscription is fine but I do not use the extra add-on at all,Addon removal,Cancellation request,Low,Phone,Closed,HP LaserJet Printer,1708387200,1,45-54,cancellation,low,false
5245,Bulk purchase. I am looking to purchase Sony WH-1000XM5 for 10 users and need a formal quote. We have a procurement deadline at the end of the week,Bulk purchase,Product inquiry,High,Email,Closed,Autodesk AutoCAD,1712707200,,25-34,product,urgent,false
3961,Standard cancellation. I would like to cancel my Amazon Echo subscription at the end of this billing period. I no longer need the service and want to stop the monthly charge,Standard cancellation,Cancellation request,Medium,Social media,Open,Amazon Echo,1730419200,4,35-44,cancellation,normal,false
1079,Battery concern. My Microsoft Office 365 battery seems to drain a bit faster than it used to. Goes from full to empty in about 5 hours instead of 7. Still manageable but wanted to flag it,Battery concern,Technical issue,Medium,Chat,Open,Apple MacBook Pro,1708387200,5,55-64,technical,normal,false
4661,Addon removal. I would like to remove one of the add-on features from my iPhone 15 plan. The main subscription is fine but I do not use the extra add-on at all,Addon removal,Cancellation request,Low,Chat,Pending Customer Response,Nintendo Switch,1730419200,,35-44,cancellation,low,false
3394,Urgent account closure. I need my Fitbit Charge 6 account closed today. There has been suspicious activity and I do not feel safe keeping the account open. Please act on this urgently,Urgent account closure,Cancellation request,Critical,Phone,Open,Nintendo Switch,1708387200,5,25-34,cancellation,urgent,true
2313,Unexpected charge. I received an unexpected charge of $49.99 for Amazon Echo that I was not notified about. I did not agree to any price increase. Need clarification urgently,Unexpected charge,Billing inquiry,High,Email,Closed,Autodesk AutoCAD,1712707200,3,65+,billing,urgent,false
7821,Overcharge query. I noticed my Sony WH-1000XM5 bill was $149.99 higher than expected this month. I am not sure if this is an error or if there is a legitimate reason for the increase. Could you look into it?,Overcharge query,Billing inquiry,Medium,Chat,Pending Customer Response,Microsoft Office 365,1708387200,,55-64,billing,normal,false
2522,Discount missing. I used a promo code when I signed up for iPhone 15 but I do not see the discount on my first bill. Can you check whether it was applied properly?,Discount missing,Billing inquiry,Medium,Email,Open,Dell XPS Laptop,1708387200,1,45-54,billing,normal,false
2816,"Billing date preference. I was wondering if it is possible to change my billing date for Sony WH-1000XM5 from the 15th to the 1st of the month. Just a preference, not urgent",Billing date preference,Billing inquiry,Low,Email,Pending Customer Response,LG Smart TV,1705276800,5,55-64,billing,low,false
